index	name
1	base_comp_02_uncommon
1	comp_05_legendary_prince
1	comp_05_legendary_vamoose
1	comp_05_legendary_bonnieclyde
1	comp_moxxi_weapon
1	comp_05_legendary_boomslang
1	comp_05_legendary_bottledlightning
1	comp_05_legendary_fisheye
1	comp_05_legendary_bugbear
1	comp_05_legendary_roach
1	comp_05_legendary_linebacker
1	comp_05_legendary_splatoon
1	comp_05_legendary_onslaught
2	base_comp_03_rare
2	comp_05_legendary_follower
3	base_comp_04_epic
3	comp_05_legendary_proteancell
3	comp_soldier_sprayer_0
4	base_comp_05_legendary
5	comp_05_legendary_defibrillator
6	comp_05_legendary_barrelaged
6	exosoldier_turret_base
6	exosoldier_turret_rocket
6	exosoldier_turret_shotgun
7	comp_05_legendary_lightning
7	comp_05_legendary_axe
7	comp_05_legendary_angel
7	comp_05_legendary_triplebypass
7	comp_05_legendary_faultydetonator
7	comp_05_legendary_shieldboi
7	comp_05_legendary_firepot
7	comp_05_legendary_firewerks
7	comp_05_legendary_blockbuster
7	comp_05_legendary_hoarder
8	comp_05_legendary_swarm
8	comp_05_legendary_timekeeper
8	comp_05_legendary_compleat
8	comp_camera
8	comp_05_legendary_geigerroid
9	comp_05_legendary_watts4dinner
9	comp_05_legendary_rubber
9	comp_05_legendary_fuse
9	comp_05_legendary_supersoldier
9	comp_05_legendary_onionlayeredguard
9	comp_05_legendary_disco_disc
9	comp_05_momento
9	comp_05_legendary_predatordrone
9	comp_05_legendary_slippy
9	comp_05_legendary_waterfall
9	comp_05_legendary_heavyweight
9	comp_05_legendary_healthraiser
9	comp_05_legendary_paleblood
9	comp_05_legendary_hugger
9	comp_05_legendary_vitae
9	comp_05_legendary_bloodiron
10	comp_05_legendary_aggrovator
11	comp_05_legendary_recursive
11	comp_05_legendary_hopscotch
11	comp_05_legendary_honeybadger
12	comp_05_legendary_shokunai
12	comp_05_legendary_firewall
12	comp_05_legendary_skully
12	comp_05_legendary_urchin
12	comp_05_legendary_flare
12	comp_05_legendary_undershield
12	comp_05_elpisstar
12	comp_05_legendary_barb
12	comp_05_legendary_collector
12	comp_05_legendary_pressurecooker
12	comp_05_legendary_hydrowerks
13	comp_05_legendary_ordinance
14	comp_05_legendary_overswarm
14	comp_05_legendary_pocketbuddies
15	comp_05_legendary_transmission
17	comp_05_legendary_pellet
19	comp_05_legendary_goldengod
19	comp_05_legendary_stray
20	comp_05_legendary_goremaster
20	comp_05_legendary_bismuth
25	comp_05_legendary_gammavoid
28	comp_05_legendary_ichor
29	comp_05_legendary_barrel
31	comp_05_legendary_discjockey
31	comp_05_legendary_flak
32	comp_05_legendary_streamer
34	comp_05_legendary_javelin
35	comp_05_legendary_chuck
36	comp_05_legendary_dividedfocus
36	comp_05_legendary_jetset
38	comp_05_legendary_draupner
39	comp_02_uncommon_unique_heavyturret
43	comp_05_legendary_dahlfather
45	comp_05_legendary_loiter
50	base_comp_01_common
53	comp_05_legendary_bod
53	comp_05_legendary_rocketreload
53	comp_brenda_weapon
53	comp_05_legendary_queensrest
54	comp_05_legendary_zipgun
54	comp_05_legendary_crazedearl
55	comp_05_legendary_heartgun
56	comp_05_legendary_coldshoulder
56	comp_05_legendary_demo
56	comp_05_legendary_roil
56	comp_05_legendary_tankbuster
57	comp_05_legendary_sweet_embrace
57	comp_05_legendary_leadballoon
57	comp_05_legendary_rainmaker
57	comp_05_legendary_scootshoot
58	comp_05_legendary_misslaser
59	comp_05_legendary_rangefinder
59	comp_05_legendary_conglomerate
59	comp_05_legendary_breadth
59	comp_05_legendary_falke
59	comp_zanemurder_weapon
60	comp_05_legendary_ohmigot
61	base_comp_06_pearlescent
61	comp_05_legendary_reminisce
61	comp_05_legendary_jailbroken
61	comp_05_legendary_abyss
63	comp_05_legendary_plasmacoil
63	comp_05_legendary_lucian
65	comp_05_legendary_wombocombo
65	comp_05_legendary_plumbbob
66	comp_05_legendary_finnty
67	comp_05_legendary_kaoson
67	comp_05_legendary_stopgap
68	comp_05_legendary_loarmaster
70	comp_05_legendary_raiden
72	comp_05_legendary_lumberjack
72	comp_06_pearl_screwed
73	comp_cine_weapon
73	comp_05_legendary_ballista
74	comp_05_legendary_rowan
74	comp_ds_as_phaseshard_specter_weapon
75	comp_05_legendary_gmr
76	comp_05_legendary_kingsgambit
76	comp_05_legendary_truck
76	comp_05_legendary_goalkeeper
76	comp_05_legendary_bully
76	comp_05_legendary_symmetry
77	comp_05_legendary_screenwriter
77	comp_05_legendary_murder
77	comp_05_legendary_crowsourced
77	comp_05_legendary_unstable_kor
78	comp_05_legendary_phantom_flame
78	comp_05_legendary_commbd
78	comp_05_legendary_potatothrower
78	comp_05_legendary_handcannon
78	comp_05_legendary_fearstalker
79	comp_05_legendary_quickdraw
79	comp_05_legendary_rowdy
79	comp_05_legendary_seamstress
79	comp_05_legendary_laserdisc
79	comp_05_legendary_arctic
79	comp_05_legendary_pchonk
80	comp_05_legendary_slugger
80	comp_05_legendary_asher
80	comp_05_legendary_heavyturret
80	comp_05_legendary_mantra
80	comp_05_legendary_soulsurvivor
81	comp_05_legendary_songbird
81	comp_05_legendary_gomie
81	comp_05_legendary_discybusiness
81	comp_05_legendary_testament
82	comp_05_legendary_conflux
82	comp_05_legendary_eigenburst
82	comp_05_legendary_cannonbrawl
82	comp_05_legendary_ishmael
83	comp_05_legendary_hellwalker
83	comp_05_legendary_firework
83	comp_05_legendary_mercredi
83	comp_05_legendary_shalashaska
83	comp_05_legendary_fleabag
83	comp_05_legendary_sunspot
83	comp_05_legendary_fishward
83	comp_05_legendary_cormano
83	comp_05_legendary_burrow
83	comp_05_legendary_stealth
84	comp_05_legendary_temper
84	comp_05_legendary_silversliver
85	comp_05_legendary_rainbowvomit
85	comp_05_legendary_firstimpression
85	comp_05_legendary_roulette
85	comp_05_legendary_flashcyclone
85	comp_05_legendary_lockjaw
85	comp_06_pearl_herald
85	comp_05_legendary_shoals
86	comp_05_legendary_inscriber
87	comp_05_legendary_harddark
87	comp_05_legendary_manifest
87	comp_05_legendary_rhythm
88	comp_05_legendary_dualdamage
88	comp_05_legendary_beegun
88	comp_05_legendary_hemorrhage
89	comp_05_legendary_shammy
90	comp_06_pearl_juliet
90	comp_06_pearl_sharkbait
91	comp_05_legendary_tkswave
91	comp_05_legendary_lightgun
91	comp_05_legendary_kaos
92	comp_05_legendary_mercury
93	comp_05_legendary_wf
94	comp_05_legendary_brickhouse
99	comp_05_legendary_earlyexcess
100	comp_05_legendary_doeshot
100	comp_05_legendary_bubbles
101	comp_06_pearl_constable
101	comp_06_pearl_locust
103	comp_05_legendary_lasercutter
104	comp_05_legendary_verce
105	comp_05_legendary_extinction
537	comp_05_legendary_raid1
538	comp_05_legendary_raid1
539	comp_05_legendary_raid1
540	comp_05_legendary_cowbell
541	comp_05_legendary_raid1
541	comp_05_legendary_cowbell
543	comp_05_legendary_cowbell
544	comp_05_legendary_raid2
545	comp_05_legendary_raid2
546	comp_05_legendary_tuba
547	comp_05_legendary_raid2
547	comp_05_legendary_tuba
549	comp_05_legendary_tuba
