row_name	comment	value
WeaponMaster_Duration		18.000000
WeaponMaster_Cooldown		50.000000
WeaponMaster_ForgeSkill_Cooldown		80.000000
WeaponMaster_ForgeSkill_Cooldown_Cap1		65.000000
WeaponMaster_ForgeSkill_Cooldown_Cap2		90.000000
WeaponMaster_ForgeSkill_Cooldown_Cap3		75.000000
WeaponMaster_ForgeSkill_MoltenSlam_DamageMultiplier		0.800000
WeaponMaster_ForgeSkill_MoltenSlam_DamageRadius		768.000000
WeaponMaster_ForgeSkill_MoltenSlam_SingleTarget_DamageMultiplier		1.500000
WeaponMaster_ForgeSkill_MoltenSlam_DamageRadius_Pyre		1028.000000
WeaponMaster_ForgeSkill_MoltenSlam_Air_Speed		
WeaponMaster_Active_ShieldRegneration_Passive_Pct		0.100000
WeaponMaster_Active_MovementSpeed		0.300000
WeaponMaster_Active_Guns_BonusFireDamage		0.250000
WeaponMaster_EmpoweredMelee_DashSpeed		6000.000000
WeaponMaster_EmpoweredMelee_DashRange		2800.000000
WeaponMaster_EmpoweredMelee_DashRange_Medium		1700.000000
WeaponMaster_EmpoweredMelee_DashRange_Short		700.000000
WeaponMaster_EmpoweredMelee_DamageMultiplier		0.456000
WeaponMaster_EmpoweredMelee_Height		300.000000
WeaponMaster_EmpoweredMelee_Radius		600.000000
WeaponMaster_EmpoweredMelee_WedgeAngle		60.000000
WeaponMaster_ThunderousVeil_DamageMultiplier		0.573000
WeaponMaster_ThunderousVeil_Refill_ActionSkillCooldown		0.200000
WeaponMaster_ThunderousVeil_Refill_ActionSkillDuration		0.200000
WeaponMaster_ThunderousVeil_Refill_OrdnanceCooldown		0.200000
WeaponMaster_FollowUp_DamageMultiplier		0.730000
WeaponMaster_FollowUp_WedgeAngle		90.000000
WeaponMaster_FollowUp_Height		200.000000
WeaponMaster_FollowUp_Radius		1000.000000
WeaponMaster_FollowUp_Timer_Duration		1.250000
WeaponMaster_FulminatingFist_DamageMultiplier		0.383000
WeaponMaster_FulminatingFist_ForgeSkill_Refill_Percentage		0.200000
WeaponMaster_FulminatingFist_ForgeSkill_Refill_Percentage_RangedPunch		0.100000
WeaponMaster_FulminatingFist_StatusEffectChance		0.300000
WeaponMaster_Dronezerker_ActionSkillDuration		0.200000
WeaponMaster_Dronezerker_AOE_DoT_DamageMultiplier		0.020000
WeaponMaster_Dronezerker_AOE_DoT_Radius		768.000000
WeaponMaster_Dronezerker_AOE_DoT_DamageIncrease_PerStack		0.200000
WeaponMaster_Dronezerker_MaxStacks		10.000000
WeaponMaster_AdaptiveCore_Radius	100% increase	1200.000000
WeaponMaster_AdaptiveCore_Height	50% increase	450.000000
WeaponMaster_AdaptiveCore_WedgeAngle		60.000000
WeaponMaster_AdaptiveCore_BonusDamage_Multiplier	Percent of Max Shield	0.200000
WeaponMaster_HoarCleave_DamageMultiplier		0.657000
WeaponMaster_HoarCleave_Detonation_DamageMultiplier		0.620000
WeaponMaster_Pyre_Delay		1.500000
WeaponMaster_Pyre_DamageMultiplier		0.400000
WeaponMaster_Pyre_Height		800.000000
WeaponMaster_Pyre_Radius		150.000000
WeaponMaster_PrimalStrikes_GunDamage_ProcChance		1.000000
WeaponMaster_PrimalStrikes_Prime_StoredDamageMultiplier		1.000000
WeaponMaster_PrimalStrikes_Detonation_Punch_DamageMultiplier	This is REDUCED damage	0.500000
